Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,lat,lon,year,month,day,day_of_year,BA,cause,state,fire_id,fire_name,sfi,fm100,fm1000,vpd,erc,bi,vs,NPP,GDP,Popu,LTC,lat_idx,lon_idx,time_idx,eco_id,fire_class
317766,317766,7765,46.95802,-122.62489998,2005,8,31,243,6.0,Human,WA,731455,BURNETT,100.0,12.602295875549316,12.541836738586426,0.7949999570846558,100.0,94.79451751708984,1.8000000715255735,-1.3045476572187806,449989248.0,0.3967423779711221,0.0,9,8,67,7.0,1.0
321387,321387,1386,43.68369000000001,-123.27504,2001,10,13,286,6.0,Human,OR,766964,BACKSIDE BALDIE,0.0,20.60382652282715,20.25382804870605,0.3398979604244232,52.32876586914063,0.0,2.200000047683716,0.7244001439086221,8011948.5,-0.2155387445202814,1.0,22,6,21,7.0,1.0
321470,321470,1469,44.65302,-123.84312,1994,10,19,292,6.0,Human,OR,767052,CHITWOOD,0.0,20.399999618530277,21.135459899902344,0.349515289068222,60.54794692993164,0.0,3.5596940517425537,3.451087935986722,491106.125,-0.2556883263229964,0.0,19,3,-63,7.0,1.0
323645,323645,3644,43.50983,-123.31398,2002,8,8,220,6.0,Human,OR,808329,ISADORE RD #2,100.0,12.543877601623535,13.67321491241455,1.2793877124786377,100.0,100.0,4.184183597564696,2.88631035657232,2619637.25,-0.28245471419147306,0.0,23,5,31,7.0,1.0
325452,325452,5451,43.96676,-123.35867,1999,9,15,258,6.0,Human,OR,811784,WOLF CREEK PASS,97.2602767944336,13.15790843963623,14.489540100097654,1.127882719039917,92.05479431152344,96.71232604980467,2.8420917987823486,2.739029990077468,300900704.0,-0.20884714755316225,12.0,21,5,-4,7.0,1.0
325936,325936,5935,43.79986,-123.75075,1994,7,19,200,6.0,Human,OR,812327,WINDY JUNCTION,100.0,10.218877792358398,12.32551097869873,1.792168378829956,100.0,96.98629760742188,2.690561294555664,3.3980914235098396,0.0,-0.30252950509283055,0.0,22,4,-66,7.0,1.0
335707,335707,5706,43.84226,-123.24486,2002,9,24,267,6.0,Human,OR,848154,ORCHARD ROAD FIRE,100.0,11.978316307067873,14.684948921203612,1.3846173286437988,99.45205688476562,100.0,3.1188776493072514,0.6512644463159317,8123424.0,-0.2121929460367218,0.0,22,6,32,7.0,1.0
336080,336080,6079,43.02324,-123.86896000000002,1998,10,20,293,6.0,Human,OR,848577,SANDY CREEK,77.2602767944336,15.748214721679688,22.540306091308597,1.6028060913085938,66.57534027099611,88.21917724609375,5.099999904632568,2.8061594620589596,1129544.0,-0.29918370660927096,0.0,25,3,-15,7.0,1.0
336528,336528,6527,42.70919,-124.41836,2002,11,27,331,6.0,Human,OR,849080,CHINA MOUNTAIN,74.79451751708984,14.776530265808104,22.06989860534668,0.856887698173523,70.13698577880861,76.16438293457031,3.696683645248413,-1.5607684772739354,1512919.25,-0.28580051267503265,11.0,26,1,34,7.0,1.0
336833,336833,6832,44.7841,-123.50851000000002,2003,6,29,180,6.0,Human,OR,849419,SAVORSKI 2,100.0,11.176786422729492,13.860203742980955,1.2953060865402222,100.0,100.0,5.706632614135742,1.7460866511568127,12519554.0,-0.23895933390519847,0.0,18,5,41,7.0,1.0
